race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
White,1,32.0,3.3,NE,0.48,0.714285714286,0.0
White,1,31.0,3.6,NE,1.23,0.7303571428569999,1.0
White,2,30.0,3.3,FW,0.35,0.6892857142859999,1.0
White,1,29.5,3.2,NE,0.35,0.673511904762,1.0
White,1,27.3,3.0,NE,0.37,0.626964285714,0.0
White,2,31.5,3.1,NE,0.8,0.688988095238,1.0
White,2,35.0,2.6,NE,-0.53,0.6851190476189999,1.0
White,1,38.0,3.7,NE,1.23,0.8273809523810001,1.0
White,1,38.0,2.7,NE,-0.89,0.7321428571430001,1.0
White,2,32.5,3.2,NE,1.0,0.711011904762,1.0
White,2,32.3,3.1,NE,0.05,0.698988095238,1.0
White,2,32.0,3.3,NE,-0.78,0.714285714286,1.0
White,1,33.0,3.2,NE,-0.4,0.717261904762,0.0
White,1,35.0,3.2,NE,0.53,0.742261904762,1.0
White,2,33.0,3.2,NE,-0.33,0.717261904762,1.0
White,2,40.0,3.1,NE,1.7,0.795238095238,1.0
White,1,32.0,3.2,NG,0.64,0.704761904762,1.0
White,1,34.0,3.5,NE,1.19,0.7583333333329999,1.0
White,2,35.0,2.5,NG,-0.04,0.675595238095,1.0
Hispanic,1,29.0,3.6,NE,0.44,0.7053571428569999,1.0
White,2,32.0,3.0,NE,-0.78,0.6857142857140001,0.0
Black,1,24.5,2.6,NE,1.3,0.553869047619,1.0
White,1,27.0,2.6,NE,-2.11,0.585119047619,1.0
White,2,33.0,3.2,NE,0.87,0.717261904762,1.0
White,1,31.0,3.2,NE,-1.35,0.692261904762,1.0
White,2,27.3,3.2,NE,0.05,0.646011904762,0.0
White,1,27.5,3.1,NE,-0.15,0.638988095238,0.0
White,2,17.5,3.0,SC,-0.58,0.504464285714,0.0
Mexican,2,20.0,2.8,SC,0.12,0.516666666667,1.0
Other,2,20.0,3.3,SC,1.42,0.5642857142859999,1.0
Black,1,29.0,2.4,Mt,0.97,0.591071428571,1.0
White,2,41.0,2.4,SC,0.93,0.741071428571,1.0
Black,2,22.0,2.9,SC,0.4,0.55119047619,1.0
Mexican,2,18.0,2.7,SC,0.28,0.482142857143,1.0
Black,2,20.0,3.0,SE,-0.26,0.535714285714,0.0
Black,1,15.5,3.2,SC,-0.26,0.49851190476199997,0.0
Black,1,18.0,2.9,SE,-1.02,0.5011904761899999,0.0
Black,1,23.0,3.3,SE,-1.72,0.601785714286,0.0
White,2,34.0,2.5,SC,1.91,0.663095238095,1.0
Mexican,1,22.0,2.7,SC,-1.02,0.532142857143,1.0
Asian,1,24.0,3.4,SC,0.12,0.6238095238100001,0.0
White,1,26.0,2.8,SC,1.26,0.591666666667,1.0
White,2,31.3,2.8,SC,2.63,0.657916666667,1.0
White,1,26.0,2.3,SC,0.45,0.544047619048,1.0
White,1,33.0,2.5,SC,0.61,0.650595238095,1.0
Black,1,20.0,2.7,SC,-0.04,0.507142857143,0.0
Black,1,22.0,2.4,SC,0.07,0.503571428571,0.0
Hispanic,1,27.0,3.0,SC,1.0,0.6232142857140001,1.0
Black,2,25.0,3.0,GL,0.35,0.598214285714,1.0
White,2,28.0,3.3,SC,1.16,0.664285714286,0.0
White,2,33.0,2.6,SC,-0.26,0.660119047619,1.0
Mexican,2,27.7,2.2,SC,0.56,0.555773809524,1.0
Black,2,30.0,2.3,SC,0.28,0.594047619048,1.0
Other,1,26.0,3.1,SC,0.93,0.620238095238,1.0
Black,2,23.0,2.8,SE,0.35,0.554166666667,1.0
White,2,35.0,2.6,SC,2.4,0.6851190476189999,1.0
Black,1,17.0,3.7,GL,0.28,0.564880952381,0.0
Black,2,31.0,2.0,GL,0.35,0.577976190476,1.0
Black,1,30.0,2.4,SC,1.75,0.603571428571,1.0
Black,1,19.0,3.2,SC,0.28,0.542261904762,1.0
Mexican,2,25.0,2.6,SC,0.61,0.560119047619,0.0
Black,1,21.0,2.6,SE,0.02,0.510119047619,0.0
Black,1,25.0,2.9,SE,0.02,0.5886904761899999,1.0
Black,1,22.0,2.9,FW,0.67,0.55119047619,0.0
Black,1,19.0,3.8,SC,0.89,0.599404761905,1.0
Black,2,24.0,2.6,GL,-0.14,0.547619047619,1.0
Hispanic,2,23.3,2.8,SC,-0.79,0.557916666667,0.0
Mexican,1,21.0,3.8,SC,0.77,0.6244047619049999,1.0
Black,2,22.0,3.7,SC,0.12,0.627380952381,1.0
Black,1,22.0,2.6,SC,-0.26,0.522619047619,0.0
Black,1,37.0,2.8,SC,0.93,0.729166666667,1.0
Hispanic,2,26.0,2.7,SC,0.28,0.582142857143,1.0
Puertorican,2,28.0,2.8,SC,-0.42,0.616666666667,0.0
White,1,28.0,3.6,SC,0.61,0.692857142857,1.0
Black,2,22.0,2.6,SE,1.91,0.522619047619,1.0
Black,1,23.0,2.8,Mt,0.56,0.554166666667,1.0
Black,1,25.5,2.8,NE,0.51,0.585416666667,1.0
Black,1,40.0,2.0,SC,0.84,0.6904761904760001,1.0
Mexican,2,27.0,2.6,SC,1.65,0.585119047619,1.0
Black,1,25.0,2.4,SC,0.45,0.541071428571,1.0
Black,2,20.0,2.4,SC,0.89,0.47857142857100005,1.0
Mexican,1,16.0,3.3,SC,1.0,0.514285714286,1.0
Black,2,24.0,3.0,SC,0.35,0.585714285714,0.0
White,2,44.0,2.4,SC,0.89,0.7785714285709999,1.0
Mexican,2,23.0,2.2,SC,0.89,0.497023809524,1.0
Black,1,21.0,2.6,SC,-0.14,0.510119047619,0.0
Black,1,29.0,3.4,SC,1.38,0.68630952381,1.0
White,1,34.0,2.7,SC,1.59,0.682142857143,1.0
Black,2,23.0,2.9,SC,0.72,0.5636904761899999,1.0
Mexican,2,27.0,2.9,SC,0.61,0.61369047619,1.0
White,2,29.0,2.7,SC,0.93,0.6196428571429999,1.0
Black,2,17.0,3.6,SC,-0.26,0.555357142857,0.0
Black,1,26.0,2.5,SE,0.4,0.5630952380950001,1.0
Mexican,2,25.5,2.8,SC,-0.09,0.585416666667,0.0
Mexican,2,30.0,2.1,SC,0.18,0.575,0.0
Black,1,18.0,3.2,SE,-0.58,0.529761904762,0.0
Black,1,27.0,2.3,GL,0.28,0.556547619048,1.0
Black,1,25.0,3.1,SC,-0.58,0.607738095238,1.0
Black,1,25.0,3.3,SC,0.28,0.6267857142859999,1.0
Asian,2,31.0,1.9,SC,0.93,0.568452380952,1.0
Mexican,2,29.0,2.0,SC,0.02,0.552976190476,1.0
Black,2,23.0,2.8,SC,1.0,0.554166666667,1.0
Hispanic,2,25.0,2.4,SE,-0.42,0.541071428571,0.0
Black,2,26.0,3.1,SC,0.89,0.620238095238,1.0
Asian,2,27.0,2.6,SC,0.56,0.585119047619,1.0
Mexican,1,26.0,2.2,SC,-0.04,0.534523809524,1.0
Mexican,2,21.0,3.0,SC,-0.09,0.548214285714,0.0
White,1,39.0,1.9,SC,0.35,0.668452380952,1.0
Mexican,2,29.0,2.7,SC,-0.31,0.6196428571429999,0.0
Mexican,2,23.5,2.5,SC,1.21,0.5318452380950001,1.0
Mexican,2,31.0,2.4,SC,1.05,0.6160714285710001,1.0
Black,1,29.0,2.7,SC,1.05,0.6196428571429999,1.0
Black,1,24.0,2.6,SC,-0.53,0.547619047619,0.0
Mexican,2,22.5,3.1,SC,0.45,0.576488095238,1.0
White,2,26.7,3.0,SC,1.82,0.619464285714,1.0
Black,2,21.5,2.9,NE,0.72,0.54494047619,0.0
Hispanic,1,26.0,2.6,SC,0.89,0.572619047619,1.0
White,2,29.5,1.6,SC,1.1,0.521130952381,1.0
Black,2,22.0,2.6,SC,-0.58,0.522619047619,1.0
Black,1,26.0,2.6,SC,1.33,0.572619047619,1.0
Black,2,27.0,2.5,SC,-0.58,0.575595238095,0.0
White,1,30.0,2.4,SC,0.28,0.603571428571,1.0
White,2,29.0,2.3,SC,0.72,0.581547619048,1.0
Mexican,2,25.0,2.0,SC,0.28,0.5029761904760001,0.0
Black,2,36.0,2.2,MW,-0.47,0.659523809524,1.0
Mexican,2,22.0,2.5,SC,-0.86,0.513095238095,0.0
Mexican,2,25.0,2.5,SC,0.89,0.550595238095,1.0
White,1,28.5,2.8,SC,1.49,0.622916666667,1.0
White,1,21.0,2.6,SC,-1.28,0.510119047619,0.0
Black,1,23.0,2.6,NE,0.84,0.535119047619,1.0
Black,2,23.0,2.4,MW,0.35,0.5160714285710001,1.0
Black,1,26.0,2.6,SC,0.23,0.572619047619,1.0
Black,1,17.0,3.3,SC,-0.26,0.526785714286,0.0
Asian,2,24.5,2.5,SC,-0.37,0.544345238095,0.0
Black,1,25.0,2.5,SC,0.77,0.550595238095,1.0
White,2,31.0,3.0,NE,0.56,0.673214285714,1.0
Black,1,18.0,3.0,SC,-0.04,0.510714285714,0.0
Black,2,22.0,2.5,NE,-0.47,0.513095238095,0.0
Black,2,23.0,2.3,SE,0.02,0.5065476190479999,0.0
Mexican,1,28.0,2.9,SC,0.02,0.6261904761899999,1.0
White,2,30.5,3.0,SC,0.35,0.666964285714,0.0
White,2,30.5,3.5,MS,-0.5,0.714583333333,1.0
White,1,35.0,2.9,MS,0.23,0.71369047619,1.0
White,2,33.0,3.1,MS,1.19,0.707738095238,1.0
Amerindian,1,41.0,2.9,MS,0.14,0.78869047619,1.0
White,2,40.0,3.5,MS,2.17,0.833333333333,1.0
White,2,40.0,3.0,MS,0.3,0.785714285714,1.0
White,1,28.0,2.9,MS,1.14,0.6261904761899999,1.0
White,2,41.0,2.7,MS,-0.92,0.7696428571430001,1.0
White,1,35.0,3.4,MS,0.28,0.7613095238099999,1.0
White,2,35.0,2.4,GL,0.37,0.666071428571,1.0
White,2,39.0,3.6,MS,0.92,0.8303571428569999,1.0
White,1,33.0,3.2,MS,-1.05,0.717261904762,1.0
White,2,36.0,2.3,MS,0.01,0.669047619048,1.0
White,1,31.5,3.4,MS,-0.37,0.71755952381,0.0
White,1,33.0,3.6,MS,0.94,0.755357142857,1.0
White,2,36.0,3.0,MS,-0.54,0.735714285714,1.0
White,1,37.0,2.7,MS,-0.48,0.719642857143,1.0
White,1,32.0,3.9,MS,1.83,0.771428571429,1.0
White,1,33.5,3.2,MS,-1.03,0.723511904762,1.0
White,1,32.5,3.6,MS,-0.74,0.749107142857,1.0
Asian,2,38.0,3.9,MS,0.34,0.8464285714290001,1.0
White,1,36.0,3.8,MS,-0.45,0.811904761905,1.0
White,2,39.0,3.4,MS,0.81,0.81130952381,1.0
White,2,30.0,3.8,MS,-0.08,0.7369047619050001,1.0
White,2,34.0,3.6,MS,0.37,0.7678571428569999,1.0
White,1,34.0,3.5,MS,-0.54,0.7583333333329999,1.0
White,2,39.0,3.3,NE,-1.12,0.801785714286,1.0
White,1,34.0,3.7,GL,1.63,0.777380952381,1.0
Asian,2,33.0,3.3,MS,0.52,0.726785714286,1.0
White,2,33.0,3.4,GL,0.97,0.7363095238099999,1.0
White,2,31.0,3.6,GL,1.19,0.7303571428569999,1.0
Other,2,36.0,3.2,FW,-0.54,0.754761904762,1.0
White,2,37.0,3.6,MS,0.43,0.8053571428569999,1.0
White,1,33.5,3.3,MS,0.74,0.733035714286,1.0
White,2,35.0,3.1,MS,1.17,0.732738095238,1.0
White,2,37.0,2.6,MS,-1.34,0.7101190476189999,1.0
White,2,35.0,2.9,MS,-0.77,0.71369047619,1.0
White,2,45.0,2.3,GL,1.01,0.781547619048,1.0
White,1,29.0,3.8,MS,1.72,0.724404761905,1.0
White,1,34.0,3.6,MS,0.57,0.7678571428569999,1.0
White,1,34.5,2.7,MS,0.81,0.688392857143,1.0
White,2,38.0,2.3,MS,-1.14,0.6940476190479999,1.0
White,1,40.0,3.5,GL,-0.3,0.833333333333,0.0
White,2,35.0,3.1,GL,0.72,0.732738095238,1.0
White,1,29.0,3.7,MS,-0.97,0.714880952381,1.0
White,2,40.0,2.8,MS,-0.72,0.766666666667,1.0
White,2,34.0,3.5,MS,0.43,0.7583333333329999,1.0
White,2,38.0,2.8,NE,-1.72,0.7416666666670001,1.0
White,1,36.0,3.5,MS,-0.57,0.7833333333329999,1.0
White,2,30.5,3.8,MS,0.57,0.7431547619050001,1.0
White,2,36.0,3.0,MS,0.57,0.735714285714,1.0
White,2,35.0,3.6,MS,-0.23,0.780357142857,1.0
White,2,38.0,3.4,MS,1.46,0.7988095238099999,1.0
White,2,38.0,2.9,GL,1.9,0.75119047619,1.0
White,1,28.0,3.6,GL,-1.03,0.692857142857,1.0
White,1,39.0,3.6,MS,1.19,0.8303571428569999,1.0
White,1,35.0,3.8,MS,1.01,0.7994047619050001,1.0
Mexican,1,35.0,3.1,MS,1.77,0.732738095238,1.0
White,1,37.0,2.9,SC,-0.54,0.7386904761900001,1.0
White,1,34.0,2.9,MS,-0.7,0.7011904761900001,1.0
White,2,33.0,3.5,MS,-0.88,0.745833333333,1.0
White,1,38.0,3.6,MS,1.12,0.817857142857,1.0
White,2,38.0,2.4,MS,0.43,0.703571428571,1.0
White,1,36.0,3.6,MS,0.1,0.7928571428569999,1.0
White,1,39.0,3.5,MS,0.19,0.8208333333329999,1.0
Puertorican,1,28.7,3.0,MS,-0.74,0.644464285714,1.0
White,2,30.0,3.8,MS,-0.65,0.7369047619050001,1.0
White,2,35.5,2.9,SC,0.41,0.71994047619,0.0
White,2,39.0,2.6,MS,-0.81,0.7351190476189999,1.0
White,1,39.0,2.8,MS,0.52,0.754166666667,1.0
White,2,41.0,2.6,MS,0.66,0.760119047619,1.0
White,2,31.0,3.5,MS,-0.68,0.7208333333329999,1.0
White,1,34.0,3.6,MS,-1.21,0.7678571428569999,1.0
White,1,42.0,4.0,GL,1.7,0.905952380952,1.0
White,2,34.0,3.4,MS,-0.97,0.74880952381,0.0
White,2,45.0,3.4,MS,-0.88,0.8863095238099999,1.0
Hispanic,2,36.0,2.4,SE,-0.68,0.678571428571,1.0
White,1,31.0,3.0,MS,0.94,0.673214285714,1.0
White,2,30.0,2.6,MS,-0.3,0.622619047619,1.0
White,1,41.0,3.9,MS,0.59,0.883928571429,1.0
White,2,38.0,3.2,MS,1.83,0.779761904762,1.0
Asian,2,32.5,3.1,MS,1.46,0.701488095238,1.0
White,1,37.0,3.6,MS,0.68,0.8053571428569999,1.0
White,2,37.5,3.0,MS,1.54,0.754464285714,1.0
White,2,37.0,2.6,GL,-0.25,0.7101190476189999,1.0
Hispanic,1,29.0,3.4,MS,-0.52,0.68630952381,1.0
White,2,39.0,2.9,MS,0.86,0.7636904761900001,1.0
White,2,36.0,2.3,MS,-0.45,0.669047619048,0.0
White,1,35.0,3.2,MS,-0.45,0.742261904762,1.0
White,1,35.0,3.4,MS,-0.28,0.7613095238099999,0.0
White,2,35.0,3.0,GL,0.88,0.723214285714,1.0
White,2,40.0,2.5,SC,-0.97,0.738095238095,1.0
White,2,33.0,3.1,SE,0.68,0.707738095238,1.0
White,1,32.0,3.2,MS,-0.77,0.704761904762,0.0
White,1,33.0,3.8,MS,-0.99,0.7744047619050001,0.0
Hispanic,2,36.0,2.4,SE,-0.9,0.678571428571,1.0
White,2,39.0,3.3,GL,0.34,0.801785714286,1.0
White,2,34.0,3.3,MS,0.61,0.739285714286,1.0
White,1,38.0,2.8,MS,-0.14,0.7416666666670001,1.0
White,2,40.0,3.4,GL,-0.41,0.8238095238099999,1.0
White,1,34.0,3.2,SE,0.34,0.729761904762,1.0
White,1,35.0,2.9,MS,0.86,0.71369047619,1.0
White,1,34.0,3.0,GL,-0.32,0.710714285714,1.0
White,2,36.0,2.7,MS,-0.59,0.7071428571430001,0.0
Hispanic,2,36.0,3.4,MS,0.7,0.77380952381,1.0
White,1,35.0,3.2,MS,0.21,0.742261904762,1.0
White,1,41.0,3.5,MS,-1.14,0.8458333333329999,1.0
White,2,30.0,3.6,MS,1.79,0.717857142857,1.0
White,2,34.0,2.1,MS,0.74,0.625,1.0
White,1,35.0,3.1,MS,-0.88,0.732738095238,1.0
White,2,35.0,3.7,MS,0.12,0.7898809523810001,1.0
White,2,37.0,2.6,MS,0.57,0.7101190476189999,1.0
White,2,36.5,2.8,GL,1.26,0.722916666667,1.0
White,2,35.0,3.5,MS,0.26,0.770833333333,1.0
White,2,38.5,2.4,GL,0.9,0.709821428571,1.0
White,1,31.5,3.5,MS,-0.37,0.7270833333329999,1.0
White,2,36.0,3.6,MS,0.5,0.7928571428569999,1.0
White,2,35.0,3.1,MS,0.26,0.732738095238,1.0
White,2,34.0,3.3,MS,0.99,0.739285714286,1.0
Asian,2,30.5,2.6,MS,-1.28,0.628869047619,0.0
White,1,42.0,3.4,MS,1.08,0.84880952381,1.0
White,1,37.0,2.8,MS,0.34,0.729166666667,1.0
White,1,31.0,3.4,MS,0.12,0.71130952381,1.0
White,1,33.0,3.3,MS,-0.92,0.726785714286,1.0
White,2,36.0,2.7,SE,1.12,0.7071428571430001,1.0
White,1,41.0,2.8,MS,1.43,0.7791666666670001,1.0
White,2,33.0,3.4,MS,0.03,0.7363095238099999,1.0
White,2,36.0,2.9,MS,0.21,0.72619047619,1.0
White,2,32.5,3.4,GL,0.5,0.7300595238099999,1.0
White,2,38.0,2.9,MS,-1.14,0.75119047619,0.0
White,1,33.0,3.3,MS,1.83,0.726785714286,1.0
White,2,37.0,2.9,GL,0.66,0.7386904761900001,0.0
White,1,38.0,3.3,MS,-0.48,0.789285714286,1.0
White,2,35.0,3.3,SE,0.66,0.7517857142859999,1.0
White,2,35.0,3.2,MS,-1.19,0.742261904762,1.0
White,2,33.0,3.5,MS,0.81,0.745833333333,1.0
White,2,32.0,2.9,MS,-0.01,0.6761904761900001,1.0
White,2,37.0,3.5,GL,-0.01,0.795833333333,1.0
White,1,39.0,3.7,MS,-0.77,0.839880952381,1.0
White,2,43.0,3.9,MS,0.2,0.9089285714290001,1.0
Black,1,32.0,3.5,MS,0.71,0.733333333333,1.0
Black,1,35.0,3.1,MS,-0.37,0.732738095238,0.0
White,2,39.0,3.7,MS,-0.67,0.839880952381,1.0
White,1,33.0,3.3,SC,1.27,0.726785714286,1.0
White,2,41.0,3.4,MS,-0.86,0.83630952381,1.0
White,2,33.0,3.8,MS,-0.14,0.7744047619050001,1.0
White,2,44.0,3.2,MS,-1.5,0.854761904762,0.0
White,2,41.0,3.4,MS,-0.71,0.83630952381,1.0
White,2,43.0,2.8,MS,-0.39,0.8041666666670001,1.0
White,1,39.0,3.0,MS,-0.9,0.773214285714,1.0
White,2,44.0,2.7,MS,0.22,0.807142857143,1.0
White,1,41.0,3.6,MS,0.84,0.8553571428569999,1.0
White,2,38.5,3.6,MS,1.2,0.8241071428569999,1.0
Black,1,36.0,3.4,SE,-1.73,0.77380952381,0.0
Black,1,31.0,3.3,MS,-1.09,0.701785714286,1.0
White,2,38.0,3.4,MS,-0.88,0.7988095238099999,1.0
Black,2,35.0,3.6,MS,0.18,0.780357142857,1.0
White,2,40.0,3.4,MS,-0.29,0.8238095238099999,1.0
White,2,37.5,3.4,MS,0.69,0.7925595238099999,1.0
White,2,44.0,3.6,MS,0.8,0.8928571428569999,1.0
White,1,39.0,3.2,MS,1.39,0.792261904762,1.0
White,2,38.0,3.6,MS,1.46,0.817857142857,1.0
White,2,39.5,3.1,MS,-0.05,0.788988095238,1.0
White,1,38.0,3.6,MS,1.8,0.817857142857,1.0
White,2,38.0,3.6,MS,0.63,0.817857142857,1.0
Black,1,36.0,2.8,MS,0.2,0.7166666666670001,1.0
White,2,39.0,3.8,MS,-0.37,0.849404761905,1.0
White,2,42.0,3.4,MS,0.46,0.84880952381,1.0
White,1,43.0,3.3,MS,1.07,0.851785714286,1.0
Black,1,36.0,2.5,MS,-2.3,0.688095238095,1.0
White,1,45.0,3.1,NE,0.05,0.857738095238,1.0
White,1,37.0,3.8,SE,1.41,0.824404761905,1.0
White,1,38.0,3.5,MS,0.46,0.808333333333,1.0
White,2,42.0,3.7,MS,0.46,0.8773809523810001,1.0
White,1,39.0,3.7,SE,0.78,0.839880952381,1.0
White,1,42.0,3.5,MS,0.67,0.858333333333,1.0
White,1,39.0,3.0,SE,-0.82,0.773214285714,1.0
White,2,40.0,3.1,MS,1.31,0.795238095238,1.0
Black,1,30.0,3.3,MS,-0.92,0.6892857142859999,0.0
White,2,42.0,3.0,MS,0.8,0.8107142857140001,1.0
White,2,39.0,3.0,MS,0.9,0.773214285714,1.0
White,2,37.0,3.3,MS,-0.5,0.776785714286,1.0
White,2,45.0,3.1,MS,1.01,0.857738095238,1.0
White,2,43.0,2.4,MW,-0.86,0.766071428571,1.0
White,1,37.0,3.5,MS,0.67,0.795833333333,1.0
White,2,41.0,3.2,MS,0.27,0.817261904762,1.0
White,1,41.0,3.7,MS,1.33,0.864880952381,1.0
White,1,42.0,3.0,MS,-0.05,0.8107142857140001,1.0
White,2,40.0,3.3,MS,-0.01,0.8142857142859999,1.0
White,1,40.0,3.7,MS,1.44,0.8523809523810001,1.0
White,2,38.0,3.7,MS,1.69,0.8273809523810001,1.0
White,1,42.0,3.5,NE,-1.41,0.858333333333,1.0
White,2,33.0,2.3,MS,-0.35,0.6315476190479999,0.0
White,2,41.0,3.4,Mt,-0.75,0.83630952381,1.0
White,1,38.0,3.4,MS,0.03,0.7988095238099999,1.0
White,1,43.0,3.1,MS,0.01,0.832738095238,1.0
White,2,37.0,3.4,MS,-0.31,0.78630952381,1.0
White,1,40.0,3.4,SC,0.18,0.8238095238099999,0.0
White,2,40.0,3.7,NE,0.08,0.8523809523810001,1.0
White,1,40.0,3.6,MS,1.71,0.842857142857,1.0
White,2,43.0,3.6,MS,-0.94,0.880357142857,0.0
White,1,38.0,3.3,MS,-0.39,0.789285714286,1.0
White,1,40.0,3.5,MS,1.37,0.833333333333,1.0
White,1,40.0,3.6,MS,-0.01,0.842857142857,1.0
White,2,36.0,3.3,MS,0.14,0.764285714286,1.0
White,1,39.0,3.3,MS,1.01,0.801785714286,1.0
White,1,41.0,3.4,MS,1.63,0.83630952381,1.0
Black,2,25.0,3.6,MS,-2.16,0.655357142857,0.0
White,1,38.0,3.7,MS,-1.6,0.8273809523810001,1.0
Black,1,42.0,3.0,MS,-0.82,0.8107142857140001,1.0
White,1,44.0,3.4,MS,1.07,0.87380952381,1.0
White,1,38.0,3.7,MS,-0.14,0.8273809523810001,1.0
White,1,47.0,3.4,NE,0.59,0.91130952381,1.0
White,1,44.0,3.2,MS,0.08,0.854761904762,1.0
White,2,44.0,3.0,MS,0.99,0.835714285714,1.0
White,1,34.0,3.3,MS,-0.92,0.739285714286,0.0
White,2,47.0,3.8,FW,0.38,0.949404761905,1.0
Asian,1,39.0,3.1,FW,-0.91,0.782738095238,0.0
Puertorican,2,37.0,3.5,FW,-0.8,0.795833333333,0.0
White,1,47.0,3.8,GL,2.08,0.949404761905,1.0
White,1,45.0,3.4,FW,-0.33,0.8863095238099999,1.0
White,2,38.0,3.5,FW,-0.91,0.808333333333,1.0
Hispanic,2,44.0,3.7,FW,-0.94,0.902380952381,1.0
White,1,41.0,3.4,FW,-1.0,0.83630952381,1.0
White,2,46.0,3.9,FW,0.61,0.946428571429,1.0
Black,1,41.0,3.2,FW,-1.59,0.817261904762,1.0
Black,2,38.5,3.5,SC,-0.09,0.8145833333329999,1.0
White,1,44.0,3.5,NE,0.61,0.8833333333329999,1.0
White,1,45.0,3.8,FW,-0.62,0.9244047619050001,1.0
Amerindian,2,41.0,3.5,FW,0.23,0.8458333333329999,1.0
White,1,47.0,3.4,FW,-0.09,0.91130952381,1.0
White,1,40.0,3.5,FW,-1.41,0.833333333333,1.0
White,2,46.0,2.9,NE,1.73,0.85119047619,1.0
Black,2,23.5,3.4,SE,-1.28,0.61755952381,1.0
Other,2,45.0,3.5,FW,1.29,0.895833333333,1.0
Black,1,46.0,3.2,FW,0.41,0.879761904762,1.0
Black,2,47.0,3.4,FW,0.73,0.91130952381,1.0
White,1,48.0,4.2,FW,1.73,1.0,1.0
White,1,48.0,3.9,FW,0.02,0.9714285714290001,1.0
White,2,46.0,3.9,FW,0.02,0.946428571429,1.0
White,2,47.0,4.0,FW,1.67,0.968452380952,1.0
White,2,38.0,3.4,SE,0.88,0.7988095238099999,1.0
White,2,42.0,3.6,FW,-0.21,0.8678571428569999,1.0
Puertorican,1,34.0,3.5,FW,-2.09,0.7583333333329999,0.0
White,2,46.0,3.8,FW,1.43,0.936904761905,1.0
Black,2,39.0,3.2,FW,-0.62,0.792261904762,1.0
White,1,42.0,3.9,GL,-0.21,0.896428571429,1.0
Black,1,37.0,3.5,FW,-1.74,0.795833333333,0.0
Puertorican,1,37.0,3.6,NE,-0.56,0.8053571428569999,1.0
White,1,48.0,3.6,SE,0.44,0.942857142857,1.0
White,1,47.0,3.7,NE,1.17,0.9398809523810001,1.0
Black,1,39.0,3.4,FW,-0.86,0.81130952381,1.0
White,1,40.5,3.7,FW,-0.42,0.8586309523810001,1.0
White,1,48.0,3.8,FW,0.17,0.9619047619050001,1.0
White,2,48.0,3.8,NE,1.61,0.9619047619050001,1.0
White,2,44.0,3.6,SC,1.29,0.8928571428569999,1.0
White,1,39.0,4.0,FW,-1.21,0.8684523809520001,1.0
White,2,32.0,2.9,SE,-0.82,0.6761904761900001,1.0
White,2,46.0,3.9,NE,-0.42,0.946428571429,1.0
Asian,1,46.0,3.5,FW,-0.3,0.9083333333329999,1.0
Asian,2,46.0,3.7,NE,-0.18,0.927380952381,1.0
White,1,45.0,3.7,NE,-0.18,0.9148809523810001,1.0
White,2,44.0,3.8,FW,-1.53,0.911904761905,1.0
White,1,46.0,3.0,FW,0.52,0.860714285714,1.0
White,2,48.0,3.8,NE,0.85,0.9619047619050001,1.0
Black,1,25.0,3.1,SC,-0.65,0.607738095238,1.0
White,1,46.0,3.9,NE,0.55,0.946428571429,1.0
White,2,48.0,3.7,FW,0.55,0.9523809523810001,1.0
Mexican,2,41.0,3.6,SC,-0.65,0.8553571428569999,0.0
Mexican,2,41.0,3.6,FW,0.05,0.8553571428569999,1.0
Black,1,41.0,3.2,MS,-1.62,0.817261904762,1.0
Puertorican,2,46.0,3.0,FW,-0.53,0.860714285714,1.0
White,1,48.0,3.8,FW,0.0,0.9619047619050001,1.0
White,2,36.0,3.2,SE,0.51,0.754761904762,1.0
Mexican,1,42.0,3.2,FW,-0.56,0.829761904762,1.0
Mexican,2,42.0,3.4,FW,-1.12,0.84880952381,1.0
White,2,45.0,3.6,FW,1.11,0.905357142857,1.0
White,1,48.0,3.6,MS,1.52,0.942857142857,1.0
White,1,47.0,3.9,FW,0.49,0.958928571429,1.0
White,1,46.0,3.4,FW,-0.15,0.89880952381,1.0
Mexican,2,40.0,3.3,FW,-1.21,0.8142857142859999,1.0
Asian,2,46.0,3.7,FW,-1.06,0.927380952381,1.0
White,2,48.0,3.8,FW,1.55,0.9619047619050001,1.0
Asian,1,48.0,3.6,NE,0.08,0.942857142857,1.0
White,2,37.0,3.3,SE,-0.17,0.776785714286,1.0
Mexican,1,40.0,3.5,NG,0.79,0.833333333333,1.0
Puertorican,1,38.0,3.1,NE,-1.47,0.770238095238,1.0
Asian,1,48.0,3.8,FW,0.67,0.9619047619050001,1.0
Asian,1,46.0,3.5,FW,-0.12,0.9083333333329999,1.0
Asian,2,42.0,3.3,FW,-0.24,0.839285714286,0.0
Puertorican,1,37.5,3.3,FW,-0.91,0.7830357142859999,1.0
White,1,45.0,3.8,FW,-0.12,0.9244047619050001,1.0
Mexican,2,43.0,3.3,FW,-0.94,0.851785714286,1.0
Black,1,44.0,3.2,FW,-0.7,0.854761904762,1.0
White,2,37.0,3.5,SE,-0.82,0.795833333333,1.0
Black,2,25.0,3.2,SC,-1.42,0.617261904762,1.0
White,2,32.0,3.7,SE,-0.77,0.7523809523810001,1.0
White,1,31.0,3.5,SE,0.83,0.7208333333329999,1.0
White,1,32.0,3.7,SE,0.14,0.7523809523810001,1.0
