age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
32.0, State-gov,238690.17, Some-college,10.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,1.0, United-States, <=50K
70.73813, Private,273868.9, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
90.0, Private,175760.7, 9th,9.0, Widowed, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K
35.0, Self-emp-not-inc,51843.348, 10th,7.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
22.0, Private,197096.38, Some-college,9.0, Never-married, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,227379.44, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
44.0, Self-emp-not-inc,65074.582, Prof-school,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,99999.0,0.0,40.0, United-States, >50K
90.0, Private,77980.055, 7th-8th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,38.0, United-States, >50K
42.0, Federal-gov,158327.05, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,4356.0,40.0, United-States, <=50K
43.0, Private,101500.484, Doctorate,10.0, Divorced, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
42.0, Private,80013.664, Some-college,9.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,1.0, United-States, <=50K
17.0, Private,75802.95, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,1.0, United-States, <=50K
23.0, Private,113193.16, HS-grad,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,419470.06, Bachelors,12.0, Never-married, Adm-clerical, Other-relative, White, Female,0.0,0.0,40.0, United-States, >50K
25.0, Private,126548.41, HS-grad,9.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,178469.66, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,1490400.0, 11th,9.0, Divorced, Sales, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
41.0, Private,108088.4, Bachelors,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.87068, United-States, >50K
23.0, Private,320986.88, 9th,9.0, Never-married, Other-service, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
19.544703, Private,219155.52, 10th,8.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Self-emp-not-inc,213862.5, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
40.0, Private,148501.34, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
31.0, Private,180927.84, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0.0,0.0,35.0, United-States, <=50K
33.0, Private,158712.45, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
57.0, Private,220663.05, Masters,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
45.0, Local-gov,28504.525, Masters,15.0, Married-civ-spouse, Exec-managerial, Husband, White, Female,0.0,0.0,40.0, United-States, >50K
38.0, Private,427915.2, 12th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Local-gov,151872.36, Assoc-acdm,9.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K
28.0, Private,124543.2, Bachelors,16.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Private,154451.58, HS-grad,9.0, Divorced, Adm-clerical, Other-relative, White, Female,0.0,0.0,55.0, United-States, <=50K
90.0, Private,206254.62, 7th-8th,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,12285.0, Assoc-voc,10.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,20.0, United-States, >50K
17.0, Private,100669.72, Some-college,10.0, Never-married, ?, Own-child, Black, Female,0.0,0.0,1.0, United-States, <=50K
32.0, ?,107928.68, Some-college,10.0, Never-married, ?, Own-child, Black, Female,0.0,0.0,40.0, Poland, <=50K
54.0, Private,284072.97, HS-grad,6.0, Divorced, Machine-op-inspct, Other-relative, Black, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,185788.25, Some-college,10.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,12285.0, HS-grad,9.0, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,1.0, United-States, <=50K
48.0, Self-emp-not-inc,203238.62, HS-grad,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
30.0, Private,165293.84, HS-grad,9.0, Separated, Machine-op-inspct, Wife, Black, Female,0.0,0.0,40.0, United-States, >50K
51.0, Private,185503.94, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,187435.22, Assoc-acdm,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,1.0, United-States, <=50K
58.0, Private,99239.266, 11th,5.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,35.0, United-States, <=50K
21.0, ?,125308.67, 12th,6.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,15.0, United-States, <=50K
42.0, Private,144332.45, 10th,1.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,1490400.0, Bachelors,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
30.0, Private,124684.08, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K
90.0, Private,183607.94, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,6.0, United-States, >50K
90.0, Self-emp-not-inc,98815.164, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
41.0, Self-emp-inc,217446.48, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
53.83821, Private,175938.75, 11th,9.0, Divorced, Machine-op-inspct, Unmarried, Black, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,211934.55, Bachelors,12.047777, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, Cuba, <=50K
41.0, Private,222659.62, Bachelors,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Female,0.0,0.0,50.0, United-States, >50K
26.0, Private,211723.06, Bachelors,11.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,25.0, United-States, <=50K
17.0, Private,274741.03, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,16.0, United-States, <=50K
34.0, Private,122471.516, HS-grad,6.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,1.0, United-States, <=50K
49.0, Self-emp-inc,172441.81, Bachelors,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
29.0, Private,1490400.0, HS-grad,9.0, Never-married, Farming-fishing, Husband, Other, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Local-gov,124822.68, Bachelors,14.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
46.0, Self-emp-not-inc,176759.22, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, >50K
35.0, Private,12285.0, Some-college,10.0, Married-civ-spouse, Sales, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,229511.12, HS-grad,10.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,1.0, United-States, <=50K
90.0, Self-emp-not-inc,177807.14, Masters,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
33.0, Private,142354.23, HS-grad,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,60.0, United-States, <=50K
40.0, Local-gov,159737.83, Some-college,11.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, Canada, <=50K
36.0, Private,158277.1, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Male,0.0,0.0,40.0, ?, <=50K
64.0, Private,95823.52, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
53.0, State-gov,12285.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,40659.152, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
33.0, Private,268314.9, Some-college,12.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,60.0, China, <=50K
34.0, ?,204086.64, Masters,10.0, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0.0,0.0,38.0, Jamaica, <=50K
30.0, Local-gov,348836.12, Masters,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
32.0, Private,208585.34, 7th-8th,9.0, Separated, Adm-clerical, Husband, Other, Male,0.0,0.0,40.0, Canada, <=50K
53.0, Self-emp-inc,160247.42, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Black, Female,0.0,0.0,40.0, United-States, >50K
35.0, Private,187735.08, 7th-8th,7.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,42.0, United-States, <=50K
23.0, Private,171210.33, HS-grad,9.0, Married-civ-spouse, Craft-repair, Own-child, White, Male,0.0,0.0,8.0, United-States, <=50K
25.0, Private,169149.95, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, Black, Female,0.0,0.0,45.0, United-States, <=50K
50.0, Local-gov,1490400.0, 10th,7.0, Divorced, ?, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
27.0, Private,1490400.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
26.0, Private,150906.42, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K
40.0, Local-gov,136727.84, Masters,16.0, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,44.0, United-States, >50K
44.0, Self-emp-not-inc,12285.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,115429.01, Assoc-voc,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,155537.86, HS-grad,1.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
29.0, Private,183157.47, Some-college,9.0, Never-married, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
49.0, Self-emp-not-inc,168400.2, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0.0,0.0,30.0, United-States, >50K
90.0, Private,1490400.0, Prof-school,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
58.0, Self-emp-not-inc,215388.6, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,12285.0, Some-college,13.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,99.0, United-States, <=50K
54.0, ?,132754.55, Some-college,9.0, Widowed, ?, Not-in-family, Black, Female,0.0,0.0,20.0, ?, <=50K
28.0, ?,166815.67, 11th,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,10.0, United-States, <=50K
53.0, Self-emp-not-inc,177507.69, HS-grad,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,205764.45, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
44.0, Local-gov,213215.06, Masters,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,99.0, United-States, <=50K
45.0, Self-emp-inc,282782.75, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
56.0, Private,168347.81, HS-grad,9.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Private,177179.89, 11th,9.0, Never-married, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,35.0, United-States, <=50K
26.0, Local-gov,191393.39, Bachelors,12.0, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0.0,0.0,40.0, United-States, >50K
25.0, Private,123241.4, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Male,0.0,0.0,35.0, United-States, <=50K
90.0, Federal-gov,212275.16, Prof-school,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,99999.0,0.0,1.0, United-States, >50K
40.0, Private,220962.78, Assoc-acdm,10.0, Married-civ-spouse, Craft-repair, Husband, White, Female,0.0,0.0,50.0, United-States, >50K
48.0, Private,207144.78, Some-college,11.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
30.0, Federal-gov,165826.62, Bachelors,13.0, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,35.0, United-States, <=50K
90.0, Self-emp-not-inc,45051.613, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
90.0, Local-gov,163216.55, HS-grad,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
47.0, Self-emp-not-inc,118211.27, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
38.0, Private,12285.0, Some-college,10.0, Married-spouse-absent, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,169824.83, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
63.0, Private,229019.23, 9th,9.0, Divorced, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
63.0, Local-gov,130595.8, HS-grad,10.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Self-emp-not-inc,153160.34, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
50.0, Private,30870.344, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
36.0, State-gov,238181.55, HS-grad,1.0, Married-civ-spouse, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,38352.23, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,12285.0, Bachelors,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,32.0, United-States, <=50K
46.0, Private,179492.42, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K
44.0, Private,176729.75, Some-college,9.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K
45.0, Private,140689.58, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K
38.0, Private,12285.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
45.0, Private,367019.16, 10th,9.0, Widowed, Machine-op-inspct, Other-relative, White, Female,0.0,0.0,35.0, United-States, <=50K
17.0, ?,228751.69, HS-grad,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Private,183123.23, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,1490400.0, Some-college,9.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,20.0, Mexico, <=50K
45.0, Private,168538.56, Assoc-voc,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,173023.17, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
23.0, Private,138422.4, Bachelors,11.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States, >50K
28.65109, ?,116247.8, Some-college,12.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,1.0, United-States, <=50K
39.0, Private,262219.06, Bachelors,16.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,99.0, United-States, <=50K
35.0, Self-emp-not-inc,227110.81, Assoc-voc,11.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,55.0, United-States, <=50K
23.0, Private,109844.62, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Female,0.0,0.0,16.0, United-States, <=50K
41.0, Private,148985.02, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Female,0.0,4356.0,40.0, United-States, <=50K
90.0, ?,195550.64, 9th,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Female,0.0,0.0,50.0, United-States, <=50K
41.0, Private,450133.84, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
32.0, Self-emp-inc,58620.508, Some-college,12.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States, >50K
56.0, Private,111441.19, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Male,0.0,0.0,40.0, United-States, >50K
43.0, Local-gov,164452.55, Some-college,10.0, Separated, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, Poland, <=50K
35.0, Private,71075.63, 5th-6th,10.0, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,12285.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
23.0, Private,117787.516, 11th,1.0, Married-spouse-absent, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,125883.76, Bachelors,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,48.0, United-States, <=50K
38.0, Local-gov,138741.98, Masters,15.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
41.0, Private,235103.31, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States, >50K
33.0, Private,180095.3, 5th-6th,9.0, Separated, Other-service, Own-child, Black, Female,0.0,0.0,1.0, United-States, <=50K
23.0, Private,354760.97, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,99.0, United-States, <=50K
44.496094, Private,12285.0, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,197412.31, Bachelors,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
37.0, Private,174403.75, Assoc-acdm,10.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,174741.6, HS-grad,9.0, Never-married, Protective-serv, Unmarried, White, Female,0.0,0.0,30.0, United-States, <=50K
90.0, Private,233710.83, Masters,13.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
66.0, Self-emp-not-inc,56557.137, Some-college,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,43.0, United-States, >50K
43.0, Federal-gov,91835.8, Prof-school,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
37.0, Private,202131.61, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,126905.96, 1st-4th,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,99.0, Taiwan, <=50K
31.772556, Private,195364.72, 11th,9.0, Never-married, ?, Unmarried, Black, Male,0.0,0.0,1.0, United-States, <=50K
34.0, Private,269022.16, Bachelors,13.0, Divorced, Protective-serv, Not-in-family, White, Female,0.0,0.0,40.0, Canada, <=50K
39.0, Private,242651.69, HS-grad,6.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,64.39952, United-States, <=50K
47.0, Private,101679.086, Bachelors,14.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
43.0, Private,182257.4, Some-college,10.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
53.0, Local-gov,126690.086, Bachelors,14.0, Widowed, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
28.0, Private,196200.45, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,99.0, United-States, >50K
41.0, Local-gov,182518.95, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
70.0, Self-emp-not-inc,166933.1, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
35.0, Private,188250.23, Assoc-voc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States, >50K
35.0, Private,409065.1, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,42.0, ?, >50K
29.0, Private,226220.4, 11th,9.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K
37.0, Private,48041.562, Bachelors,15.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Self-emp-not-inc,252369.14, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
50.0, Self-emp-not-inc,196833.61, Assoc-acdm,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Local-gov,198950.16, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
28.5719, Private,132531.94, 12th,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,55.0, United-States, <=50K
41.0, Private,115875.82, Doctorate,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
41.0, Private,127876.56, HS-grad,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
34.0, Private,108995.016, Some-college,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
23.0, Private,127299.12, 11th,1.7340915, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,219343.16, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States, >50K
30.0, ?,335640.4, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Female,0.0,0.0,24.0, United-States, <=50K
44.0, ?,315516.0, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,38.0, United-States, <=50K
32.0, Private,87311.695, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Self-emp-not-inc,12285.0, Some-college,9.0, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male,0.0,0.0,1.0, United-States, <=50K
28.0, Private,227808.45, 10th,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,42.0, United-States, <=50K
39.0, Private,175578.38, HS-grad,10.0, Divorced, Adm-clerical, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
49.0, Private,150041.27, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,32.0, United-States, <=50K
29.0, Private,306790.22, 9th,9.0, Never-married, Craft-repair, Own-child, Other, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Federal-gov,212577.89, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,114998.57, Some-college,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
63.0, Self-emp-inc,142761.55, HS-grad,1.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,12285.0, Assoc-voc,10.0, Divorced, Priv-house-serv, Unmarried, White, Female,0.0,0.0,43.0, United-States, <=50K
56.0, Private,260179.25, 10th,1.0, Widowed, Priv-house-serv, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Private,12285.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Female,0.0,0.0,40.0, United-States, <=50K
42.0, Private,12285.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Female,0.0,0.0,40.0, United-States, >50K
41.0, Private,170538.2, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Private,100122.97, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, Black, Female,0.0,0.0,45.0, United-States, <=50K
43.0, Private,141804.94, 10th,9.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,50.0, France, <=50K
44.0, ?,160352.97, 9th,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
46.0, Private,160132.7, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,1490400.0, HS-grad,1.0, Never-married, Transport-moving, Unmarried, Black, Male,0.0,0.0,99.0, United-States, <=50K
70.0, Private,282594.22, HS-grad,5.0, Divorced, Transport-moving, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
29.0, Private,230839.5, 11th,1.0, Married-spouse-absent, Sales, Unmarried, White, Female,0.0,0.0,56.0, United-States, <=50K
39.0, Private,125933.766, Prof-school,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
32.0, Private,287998.84, HS-grad,4.0, Married-spouse-absent, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,35.0, United-States, <=50K
90.0, Private,134060.45, Some-college,10.0, Divorced, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Local-gov,213603.81, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
67.0, Local-gov,144073.23, Some-college,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
